"","TransitionGroupID","Model_Code","annual_probability","BpS_Name","OID_","BLUE","ACRES","REL_PERCENT","annual_dist_acres"
"2241","Replacement Fire","14810_41_50_51_63",0.000999,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",1467,1,42617,0,42.574383
"2242","Replacement Fire","14820_39_40",0.0197828,"Great Plains Prairie Pothole",1219,0.639216,253603,0.1,5016.9774284
"2243","Replacement Fire","14820_39_40",0.0197828,"Great Plains Prairie Pothole",1234,0.639216,108840,0,2153.159952
"2244","Replacement Fire","14880_38_42_43",0.334843,"Eastern Great Plains Wet Meadow-Prairie-Marsh",1612,0.2,29,0,9.710447
"2245","Replacement Fire","14880_38_42_43",0.334843,"Eastern Great Plains Wet Meadow-Prairie-Marsh",1691,0.2,5172,0,1731.807996
"2246","Replacement Fire","14900_60",0.1898152,"Gulf and Atlantic Coastal Plain Tidal Marsh Systems",1429,0,4216,0,800.2608832
"2247","Replacement Fire","14900_65_66",0.0020332,"Gulf and Atlantic Coastal Plain Tidal Marsh Systems",1501,0,36184,0,73.5693088
"2248","Replacement Fire","14930_41_42_44_50",0.0590382,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1174,0.078431,579373,0.2,34205.1390486
"2249","Replacement Fire","14930_41_42_44_50",0.0590382,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1149,0.078431,294152,0.1,17366.2046064
"2250","Replacement Fire","14930_41_42_44_50",0.0590382,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1692,0.078431,36677,0,2165.3440614
"2251","Replacement Fire","14930_41_42_44_50",0.0590382,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1720,0.078431,1,0,0.0590382
"2252","Replacement Fire","14930_52_62",0.0580966,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1538,0.078431,171994,0.1,9992.2666204
"2253","Replacement Fire","14930_52_62",0.0580966,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1480,0.078431,15730,0,913.859518
"2254","Replacement Fire","14940_41_50_51",0.0564512,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1175,0.419608,982445,0.4,55460.199184
"2255","Replacement Fire","14940_41_50_51",0.0564512,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1150,0.419608,210152,0.1,11863.3325824
"2256","Replacement Fire","14940_41_50_51",0.0564512,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1203,0.419608,2761,0,155.8617632
"2257","Replacement Fire","14940_63_65_66",0.0012218,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1469,0.419608,58340,0,71.279812
"2258","Replacement Fire","14940_63_65_66",0.0012218,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1502,0.419608,55270,0,67.528886
"2259","Replacement Fire","14940_63_65_66",0.0012218,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1560,0.419608,104,0,0.1270672
"2260","Replacement Fire","14940_64",0.0012476,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1524,0.419608,6576,0,8.2042176
"2261","Replacement Fire","14950_31_39_40",0.0494932,"Western Great Plains Depressional Wetland Systems",1220,0.611765,4100,0,202.92212
"2262","Replacement Fire","15090_45_47",0.0020704,"Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest",1652,0.321569,128,0,0.2650112
"2263","Replacement Fire","15170_42_49_50",0.0658394,"Paleozoic Plateau Bluff and Talus",1151,0,1135860,0.4,74784.340884
"2264","Replacement Fire","15170_42_49_50",0.0658394,"Paleozoic Plateau Bluff and Talus",1597,0,823,0,54.1858262
"2265","Replacement Fire","15170_42_49_50",0.0658394,"Paleozoic Plateau Bluff and Talus",1693,0,39753,0,2617.3136682
"2266","Replacement Fire","15180_43_47_49_52_62_63_64_65",0.0010006,"North-Central Interior Wet Flatwoods",1481,0.14902,198097,0.1,198.2158582
"2267","Replacement Fire","15180_43_47_49_52_62_63_64_65",0.0010006,"North-Central Interior Wet Flatwoods",1525,0.14902,305905,0.1,306.088543
"2268","Replacement Fire","15180_43_47_49_52_62_63_64_65",0.0010006,"North-Central Interior Wet Flatwoods",1539,0.14902,310577,0.1,310.7633462
"2269","Replacement Fire","15180_43_47_49_52_62_63_64_65",0.0010006,"North-Central Interior Wet Flatwoods",1653,0.14902,347696,0.1,347.9046176
"2270","Replacement Fire","15180_43_47_49_52_62_63_64_65",0.0010006,"North-Central Interior Wet Flatwoods",1470,0.14902,97291,0,97.3493746
"2271","Replacement Fire","15180_43_47_49_52_62_63_64_65",0.0010006,"North-Central Interior Wet Flatwoods",1503,0.14902,92367,0,92.4224202
"2272","Replacement Fire","15180_43_47_49_52_62_63_64_65",0.0010006,"North-Central Interior Wet Flatwoods",1598,0.14902,117714,0,117.7846284
"2273","Replacement Fire","15180_43_47_49_52_62_63_64_65",0.0010006,"North-Central Interior Wet Flatwoods",1613,0.14902,2,0,0.0020012
"2274","Replacement Fire","15260_64_65_66",0.0009616,"Laurentian-Acadian Swamp Systems",1504,1,36399,0,35.0012784
"2275","Replacement Fire","15260_64_65_66",0.0009616,"Laurentian-Acadian Swamp Systems",1526,1,109650,0,105.43944
"2276","Replacement Fire","15260_64_65_66",0.0009616,"Laurentian-Acadian Swamp Systems",1561,1,1839,0,1.7683824
"2277","Surface Fire","11620_31_39_40",0.0050648,"Western Great Plains Floodplain Systems",1207,0.803922,139,0,0.7040072
"2278","Surface Fire","13030_60",0.068407,"Northeastern Interior Dry-Mesic Oak Forest",1402,0.392157,1981434,0.7,135543.955638
"2279","Surface Fire","13030_61_63_64_65_66",0.115684,"Northeastern Interior Dry-Mesic Oak Forest",1432,0.392157,7523215,2.8,870315.60406
"2280","Surface Fire","13030_61_63_64_65_66",0.115684,"Northeastern Interior Dry-Mesic Oak Forest",1453,0.392157,136752,0.1,15820.018368
"2281","Surface Fire","13030_61_63_64_65_66",0.115684,"Northeastern Interior Dry-Mesic Oak Forest",1483,0.392157,142979,0.1,16540.382636
"2282","Surface Fire","13030_61_63_64_65_66",0.115684,"Northeastern Interior Dry-Mesic Oak Forest",1506,0.392157,292572,0.1,33845.899248
"2283","Surface Fire","13030_62",0.129804,"Northeastern Interior Dry-Mesic Oak Forest",1471,0.392157,7403035,2.7,960943.55514
"2284","Surface Fire","13040_32_43_44_49",0.0658922,"Ozark-Ouachita Dry-Mesic Oak Forest",1577,0,98092,0,6463.4976824
"2285","Surface Fire","13050_47_48",0.0467418,"Southern Interior Low Plateau Dry-Mesic Oak Forest",1629,0.129412,1943239,0.7,90830.4886902
"2286","Surface Fire","13050_49",0.1113622,"Southern Interior Low Plateau Dry-Mesic Oak Forest",1578,0.129412,175324,0.1,19524.4663528
"2287","Surface Fire","13050_53",0.0636994,"Southern Interior Low Plateau Dry-Mesic Oak Forest",1562,0.129412,10619,0,676.4239286
"2288","Surface Fire","13060_47_48",0.1056488,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland",1630,0.670588,26,0,2.7468688
"2289","Surface Fire","13100_38_42_43",0.0129838,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1679,0.870588,2002513,0.7,26000.2282894
"2290","Surface Fire","13100_38_42_43",0.0129838,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1601,0.870588,4,0,0.0519352
"2291","Surface Fire","13100_39",0.0214078,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1225,0.870588,59546,0,1274.7488588
"2292","Surface Fire","13100_41_62",0.0437836,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1154,0.870588,1587484,0.6,69505.7644624
"2293","Surface Fire","13100_41_62",0.0437836,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1472,0.870588,413161,0.2,18089.6759596
"2294","Surface Fire","13100_44_50",0.0132758,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1128,0.870588,569083,0.2,7555.0320914
"2295","Surface Fire","13100_44_50",0.0132758,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1696,0.870588,2,0,0.0265516
"2296","Surface Fire","13100_47",0.095414,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1632,0.870588,240615,0.1,22958.03961
"2297","Surface Fire","13100_49",0.0442382,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1579,0.870588,12132414,4.4,536716.1570148
"2298","Surface Fire","13100_51",0.0952858,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1179,0.870588,1965862,0.7,187318.7333596
"2299","Surface Fire","13100_52",0.043358,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1527,0.870588,5467763,2,237071.268154
"2300","Surface Fire","13110_39",0.0535982,"North-Central Interior Dry Oak Forest and Woodland",1226,0.560784,7828,0,419.5667096
"2301","Surface Fire","13110_42_43",0.092612,"North-Central Interior Dry Oak Forest and Woodland",1680,0.560784,40489,0,3749.767268
"2302","Surface Fire","13110_44",0.0518462,"North-Central Interior Dry Oak Forest and Woodland",1697,0.560784,163,0,8.4509306
"2303","Surface Fire","13110_49",0.0932252,"North-Central Interior Dry Oak Forest and Woodland",1580,0.560784,332802,0.1,31025.5330104
"2304","Surface Fire","13110_50",0.051256,"North-Central Interior Dry Oak Forest and Woodland",1129,0.560784,60942,0,3123.643152
"2305","Surface Fire","13110_51",0.0941492,"North-Central Interior Dry Oak Forest and Woodland",1180,0.560784,718800,0.3,67674.44496
"2306","Surface Fire","13110_52",0.0924378,"North-Central Interior Dry Oak Forest and Woodland",1528,0.560784,1310356,0.5,121126.4258568
"2307","Surface Fire","13130_47_50_51",0.0012282,"North-Central Interior Beech-Maple Forest",1181,0.172549,6839766,2.5,8400.6006012
"2308","Surface Fire","13130_47_50_51",0.0012282,"North-Central Interior Beech-Maple Forest",1633,0.172549,1645306,0.6,2020.7648292
"2309","Surface Fire","13130_47_50_51",0.0012282,"North-Central Interior Beech-Maple Forest",1130,0.172549,201857,0.1,247.9207674
"2310","Surface Fire","13130_49_52_62",0.0012038,"North-Central Interior Beech-Maple Forest",1529,0.172549,9957870,3.6,11987.283906
"2311","Surface Fire","13130_49_52_62",0.0012038,"North-Central Interior Beech-Maple Forest",1473,0.172549,2789195,1,3357.632941
"2312","Surface Fire","13130_49_52_62",0.0012038,"North-Central Interior Beech-Maple Forest",1581,0.172549,30899,0,37.1962162
"2313","Surface Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1155,0.4,2707709,1,3228.6722116
"2314","Surface Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1131,0.4,1702169,0.6,2029.6663156
"2315","Surface Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1681,0.4,798143,0.3,951.7057132
"2316","Surface Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1210,0.4,118095,0,140.816478
"2317","Surface Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1227,0.4,70894,0,84.5340056
"2318","Surface Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1603,0.4,1,0,0.0011924
"2319","Surface Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1699,0.4,1,0,0.0011924
"2320","Surface Fire","13140_49",0.0012214,"North-Central Interior Maple-Basswood Forest",1582,0.4,1540177,0.6,1881.1721878
"2321","Surface Fire","13150_48_53_57_59_61",0.0634826,"Southern Appalachian Oak Forest",1433,0.760784,0,0,0
"2322","Surface Fire","13150_48_53_57_59_61",0.0634826,"Southern Appalachian Oak Forest",1564,0.760784,13548,0,860.0622648
"2323","Surface Fire","13160_60",0.0187608,"Southern Piedmont Mesic Forest",1403,0.490196,433,0,8.1234264
"2324","Surface Fire","13170_48_53",0.1630162,"Allegheny-Cumberland Dry Oak Forest and Woodland",1565,0.580392,562709,0.2,91730.6828858
"2325","Surface Fire","13170_57_61",0.067394,"Allegheny-Cumberland Dry Oak Forest and Woodland",1435,0.580392,249512,0.1,16815.611728
"2326","Surface Fire","13170_62",0.0949674,"Allegheny-Cumberland Dry Oak Forest and Woodland",1474,0.580392,2709164,1,257282.2612536
"2327","Surface Fire","13180_48_53",0.011169,"Southern and Central Appalachian Cove Forest",1566,1,5707,0,63.741483
"2328","Surface Fire","13180_57_59_61",0.0099514,"Southern and Central Appalachian Cove Forest",1436,1,47204,0,469.7458856
"2329","Surface Fire","13200_48_57_61",0.0310826,"Central and Southern Appalachian Montane Oak Forest",1437,0.705882,15681,0,487.4062506
"2330","Surface Fire","13210_47_48_53_57",0.0117732,"South-Central Interior Mesophytic Forest",1634,0.580392,3319265,1.2,39078.370698
"2331","Surface Fire","13210_47_48_53_57",0.0117732,"South-Central Interior Mesophytic Forest",1567,0.580392,656973,0.2,7734.6745236
"2332","Surface Fire","13210_49",0.001862,"South-Central Interior Mesophytic Forest",1583,0.580392,1156948,0.4,2154.237176
"2333","Surface Fire","13210_61_63",0.0098304,"South-Central Interior Mesophytic Forest",1438,0.580392,892125,0.3,8769.9456
"2334","Surface Fire","13210_61_63",0.0098304,"South-Central Interior Mesophytic Forest",1454,0.580392,3063,0,30.1105152
"2335","Surface Fire","13210_62",0.0029064,"South-Central Interior Mesophytic Forest",1475,0.580392,1227524,0.4,3567.6757536
"2336","Surface Fire","13240_60_65_66",0.239459,"Northern Atlantic Coastal Plain Hardwood Forest",1484,0.352941,582464,0.2,139476.246976
"2337","Surface Fire","13240_60_65_66",0.239459,"Northern Atlantic Coastal Plain Hardwood Forest",1404,0.352941,72728,0,17415.374152
"2338","Surface Fire","13260_47",0.1960808,"South-Central Interior/Upper Coastal Plain Flatwoods",1636,0.14902,22154,0,4343.9740432
"2339","Surface Fire","13260_49",0.06051,"South-Central Interior/Upper Coastal Plain Flatwoods",1584,0.14902,848,0,51.31248
"2340","Surface Fire","13310_39_40_41",0.116715,"Eastern Great Plains Tallgrass Aspen Parkland",1211,0,300524,0.1,35075.65866
"2341","Surface Fire","13310_39_40_41",0.116715,"Eastern Great Plains Tallgrass Aspen Parkland",1156,0,101706,0,11870.61579
"2342","Surface Fire","13430_58_60",0.0230098,"Atlantic Coastal Plain Mesic Hardwood Forest",1406,0,60322,0,1387.9971556
"2343","Surface Fire","13441_51",0.147684,"Boreal Jack Pine-Black Spruce Forest - Pine Barrens",1182,0.54902,655071,0.2,96743.505564
"2344","Surface Fire","13520_53_54_57_59_60_61",0.18644,"Southern Appalachian Montane Pine Forest and Woodland",1408,0.772549,476,0,88.74544
"2345","Surface Fire","13520_53_54_57_59_60_61",0.18644,"Southern Appalachian Montane Pine Forest and Woodland",1441,0.772549,2123,0,395.81212
"2346","Surface Fire","13530_46_48_53_54_57_59_60_61",0.1115198,"Southern Appalachian Low-Elevation Pine Forest",1569,0.380392,5,0,0.557599
"2347","Surface Fire","13530_47",0.4783028,"Southern Appalachian Low-Elevation Pine Forest",1638,0.380392,15471,0,7399.8226188
"2348","Surface Fire","13540_64_66",0.0855604,"Northeastern Interior Pine Barrens",1507,0.321569,82740,0,7079.267496
"2349","Surface Fire","13540_64_66",0.0855604,"Northeastern Interior Pine Barrens",1543,0.321569,8,0,0.6844832
"2350","Surface Fire","13550_60_65",0.0861502,"Northern Atlantic Coastal Plain Pitch Pine Barrens",1410,0.321569,11857,0,1021.4829214
"2351","Surface Fire","13550_60_65",0.0861502,"Northern Atlantic Coastal Plain Pitch Pine Barrens",1485,0.321569,46294,0,3988.2373588
"2352","Surface Fire","13570_46_47_55_58_99",0.0192876,"Southern Coastal Plain Mesic Slope Forest",1639,0.278431,2,0,0.0385752
"2353","Surface Fire","13620_41_50",0.0856478,"Laurentian-Acadian Northern Pine(-Oak) Forest",1748,0.74902,489400,0.2,41916.03332
"2354","Surface Fire","13620_41_50",0.0856478,"Laurentian-Acadian Northern Pine(-Oak) Forest",1746,0.74902,359791,0.1,30815.3076098
"2355","Surface Fire","13620_51_63_64_65_66",0.0150754,"Laurentian-Acadian Northern Pine(-Oak) Forest",1184,0.74902,3184171,1.2,48002.6514934
"2356","Surface Fire","13620_51_63_64_65_66",0.0150754,"Laurentian-Acadian Northern Pine(-Oak) Forest",1508,0.74902,832590,0.3,12551.627286
"2357","Surface Fire","13620_51_63_64_65_66",0.0150754,"Laurentian-Acadian Northern Pine(-Oak) Forest",1455,0.74902,38521,0,580.7194834
"2358","Surface Fire","13620_51_63_64_65_66",0.0150754,"Laurentian-Acadian Northern Pine(-Oak) Forest",1486,0.74902,26090,0,393.317186
"2359","Surface Fire","13620_51_63_64_65_66",0.0150754,"Laurentian-Acadian Northern Pine(-Oak) Forest",1544,0.74902,151,0,2.2763854
"2360","Surface Fire","13622_41_50",0.025088,"Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated",1747,0.498039,2164248,0.8,54296.653824
"2361","Surface Fire","13622_41_50",0.025088,"Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated",1749,0.498039,1897793,0.7,47611.830784
"2362","Surface Fire","13630_47_53",0.1319758,"Central Interior Highlands Dry Acidic Glade and Barrens",1640,0,141466,0.1,18670.0885228
"2363","Surface Fire","13640_32_44_49",0.1665512,"Ozark-Ouachita Dry Oak Woodland",1585,0,84954,0,14149.1906448
"2364","Surface Fire","13660_50",0.0034608,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1133,0.388235,536123,0.2,1855.4144784
"2365","Surface Fire","13660_51_63_64_65_66",0.0033762,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1509,0.388235,3604508,1.3,12169.5399096
"2366","Surface Fire","13660_51_63_64_65_66",0.0033762,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1187,0.388235,1924156,0.7,6496.3354872
"2367","Surface Fire","13660_51_63_64_65_66",0.0033762,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1456,0.388235,455484,0.2,1537.8050808
"2368","Surface Fire","13660_51_63_64_65_66",0.0033762,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1487,0.388235,129877,0,438.4907274
"2369","Surface Fire","13660_51_63_64_65_66",0.0033762,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1545,0.388235,52,0,0.1755624
"2370","Surface Fire","13680_46_48_54_57_59_60_61",0.1835178,"Southern Piedmont Dry Oak(-Pine) Forest",1412,1,3617,0,663.7838826
"2371","Surface Fire","13690_60_61_63_64_65_66",0.0651624,"Central Appalachian Dry Oak-Pine Forest",1457,0.862745,2193930,0.8,142961.744232
"2372","Surface Fire","13690_60_61_63_64_65_66",0.0651624,"Central Appalachian Dry Oak-Pine Forest",1510,0.862745,1628070,0.6,106088.948568
"2373","Surface Fire","13690_60_61_63_64_65_66",0.0651624,"Central Appalachian Dry Oak-Pine Forest",1488,0.862745,1018875,0.4,66392.3403
"2374","Surface Fire","13690_60_61_63_64_65_66",0.0651624,"Central Appalachian Dry Oak-Pine Forest",1413,0.862745,726646,0.3,47349.9973104
"2375","Surface Fire","13690_60_61_63_64_65_66",0.0651624,"Central Appalachian Dry Oak-Pine Forest",1444,0.862745,625533,0.2,40761.2315592
"2376","Surface Fire","13690_60_61_63_64_65_66",0.0651624,"Central Appalachian Dry Oak-Pine Forest",1546,0.862745,7,0,0.4561368
"2377","Surface Fire","13750_60",0.1857598,"Eastern Serpentine Woodland",1415,0.388235,1,0,0.1857598
"2378","Surface Fire","13760_48_53_57_61",0.126974,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest",1446,0.478431,31,0,3.936194
"2379","Surface Fire","13770_60_61_63_64_65_66",0.000225,"Central Appalachian Pine-Oak Rocky Woodland",1514,0.301961,180829,0.1,40.686525
"2380","Surface Fire","13770_60_61_63_64_65_66",0.000225,"Central Appalachian Pine-Oak Rocky Woodland",1416,0.301961,16323,0,3.672675
"2381","Surface Fire","13770_60_61_63_64_65_66",0.000225,"Central Appalachian Pine-Oak Rocky Woodland",1447,0.301961,3226,0,0.72585
"2382","Surface Fire","13770_60_61_63_64_65_66",0.000225,"Central Appalachian Pine-Oak Rocky Woodland",1460,0.301961,13642,0,3.06945
"2383","Surface Fire","13770_60_61_63_64_65_66",0.000225,"Central Appalachian Pine-Oak Rocky Woodland",1492,0.301961,93765,0,21.097125
"2384","Surface Fire","13770_60_61_63_64_65_66",0.000225,"Central Appalachian Pine-Oak Rocky Woodland",1550,0.301961,16,0,0.0036
"2385","Surface Fire","13790_60_65",0.1183446,"Northern Atlantic Coastal Plain Maritime Forest",1417,0.701961,7438,0,880.2471348
"2386","Surface Fire","13790_60_65",0.1183446,"Northern Atlantic Coastal Plain Maritime Forest",1493,0.701961,2298,0,271.9558908
"2387","Surface Fire","13850_31_39_40_42",0.004321,"Western Great Plains Wooded Draw and Ravine",1229,0,633,0,2.735193
"2388","Surface Fire","13850_31_39_40_42",0.004321,"Western Great Plains Wooded Draw and Ravine",1682,0,26208,0,113.244768
"2389","Surface Fire","13890_64_66",0.000238,"Acadian-Appalachian Subalpine Woodland and Heath-Krummholz",1515,0.905882,61429,0,14.620102
"2390","Surface Fire","13940_39_40_41",0.1992284,"North-Central Interior Oak Savanna",1161,0.541176,1981375,0.7,394746.17105
"2391","Surface Fire","13940_39_40_41",0.1992284,"North-Central Interior Oak Savanna",1214,0.541176,251422,0.1,50090.4027848
"2392","Surface Fire","13940_39_40_41",0.1992284,"North-Central Interior Oak Savanna",1230,0.541176,36489,0,7269.6450876
"2393","Surface Fire","13940_42",0.195903,"North-Central Interior Oak Savanna",1683,0.541176,51164,0,10023.181092
"2394","Surface Fire","13940_44_49",0.1871186,"North-Central Interior Oak Savanna",1586,0.541176,18632,0,3486.3937552
"2395","Surface Fire","13940_44_49",0.1871186,"North-Central Interior Oak Savanna",1706,0.541176,1,0,0.1871186
"2396","Surface Fire","13940_50_51",0.1830998,"North-Central Interior Oak Savanna",1134,0.541176,7351216,2.7,1346006.1793568
"2397","Surface Fire","13940_50_51",0.1830998,"North-Central Interior Oak Savanna",1188,0.541176,276944,0.1,50708.3910112
"2398","Surface Fire","13940_52",0.1894116,"North-Central Interior Oak Savanna",1530,0.541176,414181,0.2,78450.6858996
"2399","Surface Fire","13950_41_42_43_49_52",0.1945376,"North-Central Oak Barrens",1162,0.690196,556342,0.2,108229.4374592
"2400","Surface Fire","13950_41_42_43_49_52",0.1945376,"North-Central Oak Barrens",1531,0.690196,361708,0.1,70365.8062208
"2401","Surface Fire","13950_41_42_43_49_52",0.1945376,"North-Central Oak Barrens",1587,0.690196,370,0,71.978912
"2402","Surface Fire","13950_41_42_43_49_52",0.1945376,"North-Central Oak Barrens",1605,0.690196,7,0,1.3617632
"2403","Surface Fire","13950_41_42_43_49_52",0.1945376,"North-Central Oak Barrens",1684,0.690196,4487,0,872.8902112
"2404","Surface Fire","13950_50",0.1804358,"North-Central Oak Barrens",1135,0.690196,662283,0.2,119499.5629314
"2405","Surface Fire","13950_51",0.1820404,"North-Central Oak Barrens",1189,0.690196,1693986,0.6,308373.8890344
"2406","Surface Fire","14000_60_61",0.000654,"Central Appalachian Alkaline Glade and Woodland",1418,0.898039,9176,0,6.001104
"2407","Surface Fire","14000_60_61",0.000654,"Central Appalachian Alkaline Glade and Woodland",1448,0.898039,41441,0,27.102414
"2408","Surface Fire","14000_63",0.0006668,"Central Appalachian Alkaline Glade and Woodland",1461,0.898039,3995,0,2.663866
"2409","Surface Fire","14000_64",0.000676,"Central Appalachian Alkaline Glade and Woodland",1516,0.898039,251,0,0.169676
"2410","Surface Fire","14010_43_44_47_48_53",0.1833628,"Central Interior Highlands Calcareous Glade and Barrens",1641,0.078431,371289,0.1,68080.5906492
"2411","Surface Fire","14010_43_44_47_48_53",0.1833628,"Central Interior Highlands Calcareous Glade and Barrens",1573,0.078431,4994,0,915.7138232
"2412","Surface Fire","14010_43_44_47_48_53",0.1833628,"Central Interior Highlands Calcareous Glade and Barrens",1606,0.078431,0,0,0
"2413","Surface Fire","14010_49",0.1827184,"Central Interior Highlands Calcareous Glade and Barrens",1588,0.078431,45350,0,8286.27944
"2414","Surface Fire","14071_41_50_51",0.2054626,"Laurentian Pine-Oak Barrens",1190,0,1044271,0.4,214558.6347646
"2415","Surface Fire","14071_41_50_51",0.2054626,"Laurentian Pine-Oak Barrens",1136,0,437227,0.2,89833.7962102
"2416","Surface Fire","14071_41_50_51",0.2054626,"Laurentian Pine-Oak Barrens",1163,0,110777,0,22760.5304402
"2417","Surface Fire","14072_41_50_51",0.0567286,"Laurentian Pine-Oak Barrens - Jack Pine",1164,0.392157,2456590,0.9,139358.911474
"2418","Surface Fire","14072_41_50_51",0.0567286,"Laurentian Pine-Oak Barrens - Jack Pine",1137,0.392157,232899,0.1,13212.0342114
"2419","Surface Fire","14072_41_50_51",0.0567286,"Laurentian Pine-Oak Barrens - Jack Pine",1191,0.392157,136080,0,7719.627888
"2420","Surface Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1139,0.615686,489028,0.2,5653.652708
"2421","Surface Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1165,0.615686,670963,0.2,7757.003243
"2422","Surface Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1231,0.615686,437037,0.2,5052.584757
"2423","Surface Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1193,0.615686,148278,0.1,1714.241958
"2424","Surface Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1215,0.615686,380824,0.1,4402.706264
"2425","Surface Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1685,0.615686,41899,0,484.394339
"2426","Surface Fire","14120_49",0.0114148,"North-Central Interior Sand and Gravel Tallgrass Prairie",1590,0.615686,20239,0,231.0241372
"2427","Surface Fire","14120_52",0.0114124,"North-Central Interior Sand and Gravel Tallgrass Prairie",1533,0.615686,51734,0,590.4091016
"2428","Surface Fire","14130_47",0.0160514,"Bluegrass Savanna and Woodland",1642,0.580392,14668,0,235.4419352
"2429","Surface Fire","14180_47",0.0470024,"Pennyroyal Karst Plain Prairie and Barrens",1643,0.541176,782,0,36.7558768
"2430","Surface Fire","14440_41_50_51",0.0032354,"Eastern Boreal Floodplain",1167,0.611765,735780,0.3,2380.542612
"2431","Surface Fire","14440_41_50_51",0.0032354,"Eastern Boreal Floodplain",1141,0.611765,12558,0,40.6301532
"2432","Surface Fire","14440_41_50_51",0.0032354,"Eastern Boreal Floodplain",1195,0.611765,90164,0,291.7166056
"2433","Surface Fire","14570_47_48",0.112611,"South-Central Interior/Upper Coastal Plain Wet Flatwoods",1645,0.14902,1535,0,172.857885
"2434","Surface Fire","14570_49",0.0756796,"South-Central Interior/Upper Coastal Plain Wet Flatwoods",1592,0.14902,6636,0,502.2098256
"2435","Surface Fire","14690_31_39_40_43",0.0056576,"Eastern Great Plains Floodplain Systems",1233,0.745098,473938,0.2,2681.3516288
"2436","Surface Fire","14690_31_39_40_43",0.0056576,"Eastern Great Plains Floodplain Systems",1217,0.745098,94725,0,535.91616
"2437","Surface Fire","14690_31_39_40_43",0.0056576,"Eastern Great Plains Floodplain Systems",1610,0.745098,25,0,0.14144
"2438","Surface Fire","14690_38_42_49",0.0056562,"Eastern Great Plains Floodplain Systems",1594,0.745098,98813,0,558.9060906
"2439","Surface Fire","14690_38_42_49",0.0056562,"Eastern Great Plains Floodplain Systems",1688,0.745098,133035,0,752.472567
"2440","Surface Fire","14710_41_50",0.0150538,"Central Interior and Appalachian Floodplain Systems",1143,0.690196,311751,0.1,4693.0372038
