"","OID_","Value","Count","BPS_CODE","ZONE","BPS_MODEL","BPS_NAME","GROUPVEG","FRI_REPLAC","FRI_MIXED","FRI_SURFAC","FRI_ALLFIR","PRC_REPLAC","PRC_MIXED","PRC_SURFAC","FRG_NEW","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"255",1523,1961,5384,14800,64,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,-9999,-9999,100,"V-A",102,212,179,0.4,0.831373,0.701961,1197,0
"256",1524,1962,29568,14940,64,"14940_64","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",794,-9999,-9999,794,100,-9999,-9999,"V-B",0,168,107,0,0.658824,0.419608,6576,0
"257",1526,1964,493044,15260,64,"15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,-9999,-9999,1011,100,-9999,-9999,"V-B",232,160,255,0.909804,0.627451,1,109650,0
"258",1532,1970,380069,14110,52,"14110_49_51_52","Great Lakes Wet-Mesic Lakeplain Prairie","Riparian",24,-9999,-9999,24,100,-9999,-9999,"II-C",235,255,0,0.921569,1,0,84525,0
"259",1533,1971,232622,14120,52,"14120_52","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,-9999,89,3,96,-9999,4,"II-A",214,0,157,0.839216,0,0.615686,51734,0
"260",1537,1975,320701,14920,52,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",122,245,202,0.478431,0.960784,0.792157,71322,0
"261",1540,1978,5810,13020,66,"13020_65_66","Laurentian-Acadian Northern Hardwoods Forest","Hardwood",983,-9999,-9999,983,100,-9999,-9999,"V-B",76,230,0,0.298039,0.901961,0,1292,0
"262",1543,1981,36,13540,66,"13540_64_66","Northeastern Interior Pine Barrens","Conifer",77,31,12,8,10,24,66,"I-B",255,196,82,1,0.768627,0.321569,8,0
"263",1544,1982,677,13620,66,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,16,11,73,"III-A",255,191,191,1,0.74902,0.74902,151,0
"264",1545,1983,235,13660,66,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,32,15,53,"III-B",208,255,99,0.815686,1,0.388235,52,0
"265",1546,1984,31,13690,66,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,8,3,89,"I-B",0,255,220,0,1,0.862745,7,0
"266",1548,1986,2500,13730,66,"13730_65_66","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1127,-9999,-9999,1127,100,-9999,-9999,"V-B",130,160,100,0.509804,0.627451,0.392157,556,0
"267",1549,1987,1,13740,66,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,100,-9999,-9999,"V-B",144,107,181,0.564706,0.419608,0.709804,0,0
"268",1550,1988,71,13770,66,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,46,50,4,"III-B",255,0,77,1,0,0.301961,16,0
"269",1555,1993,359,14750,66,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,-9999,14,86,"III-A",122,143,245,0.478431,0.560784,0.960784,80,0
"270",1557,1995,1053,14790,66,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,57,-9999,43,"V-B",207,61,255,0.811765,0.239216,1,234,0
"271",1560,1998,468,14940,66,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,100,-9999,-9999,"V-B",0,168,107,0,0.658824,0.419608,104,0
"272",1561,1999,8267,15260,66,"15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,-9999,-9999,1011,100,-9999,-9999,"V-B",232,160,255,0.909804,0.627451,1,1839,0
"273",1562,2000,47747,13050,53,"13050_53","Southern Interior Low Plateau Dry-Mesic Oak Forest","Hardwood",2,1007,15,2,88,1,11,"II-A",184,156,33,0.721569,0.611765,0.129412,10619,0
"274",1564,2002,60917,13150,53,"13150_48_53_57_59_61","Southern Appalachian Oak Forest","Hardwood",604,138,16,14,2,10,88,"I-B",181,227,194,0.709804,0.890196,0.760784,13548,0
"275",1566,2004,25662,13180,53,"13180_48_53","Southern and Central Appalachian Cove Forest","Hardwood",555,727,88,69,12,10,78,"III-A",138,177,255,0.541176,0.694118,1,5707,0
"276",1569,2007,23,13530,53,"13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,5,11,84,"I-B",255,200,97,1,0.784314,0.380392,5,0
"277",1571,2009,23240,13700,53,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,-9999,529,51,49,-9999,"V-B",214,255,145,0.839216,1,0.568627,5168,0
"278",1573,2011,22456,14010,53,"14010_43_44_47_48_53","Central Interior Highlands Calcareous Glade and Barrens","Grassland",19,16,5,3,18,21,61,"I-A",255,235,20,1,0.921569,0.078431,4994,0
"279",1574,2012,379677,14710,53,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,13,21,66,"III-A",0,191,176,0,0.74902,0.690196,84438,0
"280",1575,2013,567598,14720,53,"14720_53_54_57_59_60","Central Interior and Appalachian Riparian Systems","Riparian",997,-9999,202,168,17,-9999,83,"III-B",36,255,20,0.141176,1,0.078431,126231,0
"281",1576,2014,25950,14790,53,"14790_41_42_47_48_50_51_53","Central Interior and Appalachian Swamp Systems","Riparian",987,-9999,-9999,987,100,-9999,-9999,"V-B",207,61,255,0.811765,0.239216,1,5771,0
"282",1577,2015,441071,13040,49,"13040_32_43_44_49","Ozark-Ouachita Dry-Mesic Oak Forest","Hardwood",188,66,15,11,6,17,77,"I-B",115,115,0,0.45098,0.45098,0,98092,0
"283",1581,2019,138939,13130,49,"13130_49_52_62","North-Central Interior Beech-Maple Forest","Hardwood",1026,-9999,852,465,45,-9999,55,"V-A",0,156,44,0,0.611765,0.172549,30899,0
"284",1584,2022,3812,13260,49,"13260_49","South-Central Interior/Upper Coastal Plain Flatwoods","Hardwood",128,33,17,10,8,31,61,"I-B",156,237,38,0.611765,0.929412,0.14902,848,0
"285",1585,2023,381996,13640,49,"13640_32_44_49","Ozark-Ouachita Dry Oak Woodland","Hardwood",38,89,6,5,13,5,82,"I-A",97,69,0,0.380392,0.270588,0,84954,0
"286",1586,2024,83777,13940,49,"13940_44_49","North-Central Interior Oak Savanna","Hardwood",550,189,5,5,1,3,96,"I-A",230,213,138,0.901961,0.835294,0.541176,18632,0
"287",1587,2025,1662,13950,49,"13950_41_42_43_49_52","North-Central Oak Barrens","Hardwood",341,246,5,5,1,2,97,"I-A",255,235,176,1,0.921569,0.690196,370,0
"288",1588,2026,203917,14010,49,"14010_49","Central Interior Highlands Calcareous Glade and Barrens","Grassland",19,16,5,3,18,21,61,"I-A",255,235,20,1,0.921569,0.078431,45350,0
"289",1589,2027,3266,14110,49,"14110_49_51_52","Great Lakes Wet-Mesic Lakeplain Prairie","Riparian",24,-9999,-9999,24,100,-9999,-9999,"II-C",235,255,0,0.921569,1,0,726,0
"290",1590,2028,91006,14120,49,"14120_49","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,-9999,87,3,96,-9999,4,"II-A",214,0,157,0.839216,0,0.615686,20239,0
"291",1592,2030,29839,14570,49,"14570_49","South-Central Interior/Upper Coastal Plain Wet Flatwoods","Hardwood",93,120,13,11,11,9,80,"I-B",186,237,38,0.729412,0.929412,0.14902,6636,0
"292",1593,2031,465708,14660,49,"14660_49","Great Lakes Wooded Dune and Swale","Riparian",2663,533,-9999,444,17,83,-9999,"V-A",181,0,0,0.709804,0,0,103571,0
"293",1594,2032,444315,14690,49,"14690_38_42_49","Eastern Great Plains Floodplain Systems","Riparian",510,76,177,48,10,63,27,"III-A",75,170,190,0.294118,0.666667,0.745098,98813,0
"294",1596,2034,29635,14720,49,"14720_49","Central Interior and Appalachian Riparian Systems","Riparian",996,-9999,198,165,17,-9999,83,"III-B",36,255,20,0.141176,1,0.078431,6591,0
"295",1597,2035,3700,15170,49,"15170_42_49_50","Paleozoic Plateau Bluff and Talus","Hardwood-Conifer",15,126,102,12,79,9,12,"II-B",106,117,0,0.415686,0.458824,0,823,0
"296",1598,2036,529301,15180,49,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,100,-9999,-9999,"V-B",211,237,38,0.827451,0.929412,0.14902,117714,0
"297",1601,2039,16,13100,43,"13100_38_42_43","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",126,50,76,24,19,49,32,"I-C",176,163,222,0.690196,0.639216,0.870588,4,0
"298",1603,2041,5,13140,43,"13140_38_39_40_41_42_43_44_50","North-Central Interior Maple-Basswood Forest","Hardwood",1027,-9999,857,467,46,-9999,54,"V-A",237,161,102,0.929412,0.631373,0.4,1,0
"299",1605,2043,33,13950,43,"13950_41_42_43_49_52","North-Central Oak Barrens","Hardwood",341,246,5,5,1,2,97,"I-A",255,235,176,1,0.921569,0.690196,7,0
"300",1606,2044,1,14010,43,"14010_43_44_47_48_53","Central Interior Highlands Calcareous Glade and Barrens","Grassland",19,16,5,3,18,21,61,"I-A",255,235,20,1,0.921569,0.078431,0,0
"301",1608,2046,176,14210,43,"14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,-9999,-9999,4,100,-9999,-9999,"II-A",232,255,196,0.909804,1,0.768627,39,0
"302",1610,2048,114,14690,43,"14690_31_39_40_43","Eastern Great Plains Floodplain Systems","Riparian",517,77,176,48,9,63,28,"III-A",75,170,190,0.294118,0.666667,0.745098,25,0
"303",1611,2049,3806,14710,43,"14710_42_43","Central Interior and Appalachian Floodplain Systems","Riparian",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",0,191,176,0,0.74902,0.690196,846,0
"304",1612,2050,131,14880,43,"14880_38_42_43","Eastern Great Plains Wet Meadow-Prairie-Marsh","Grassland",3,-9999,-9999,3,100,-9999,-9999,"II-A",148,20,51,0.580392,0.078431,0.2,29,0
"305",1613,2051,11,15180,43,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,100,-9999,-9999,"V-B",211,237,38,0.827451,0.929412,0.14902,2,0
"306",1630,2068,115,13060,47,"13060_47_48","East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland","Hardwood",386,87,9,8,2,10,88,"I-B",217,148,171,0.85098,0.580392,0.670588,26,0
"307",1636,2074,99615,13260,47,"13260_47","South-Central Interior/Upper Coastal Plain Flatwoods","Hardwood",187,182,5,5,3,3,94,"I-A",156,237,38,0.611765,0.929412,0.14902,22154,0
"308",1638,2076,69566,13530,47,"13530_47","Southern Appalachian Low-Elevation Pine Forest","Conifer",100,1204,2,2,2,1,97,"I-A",255,200,97,1,0.784314,0.380392,15471,0
"309",1639,2077,11,13570,47,"13570_46_47_55_58_99","Southern Coastal Plain Mesic Slope Forest","Hardwood",402,159,52,35,9,22,69,"I-C",191,151,71,0.74902,0.592157,0.278431,2,0
"310",1642,2080,65954,14130,47,"14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,34,21,45,"I-C",199,227,148,0.780392,0.890196,0.580392,14668,0
"311",1643,2081,3517,14180,47,"14180_47","Pennyroyal Karst Plain Prairie and Barrens","Grassland",2,75,22,1,91,2,7,"II-A",232,227,138,0.909804,0.890196,0.541176,782,0
"312",1645,2083,6901,14570,47,"14570_47_48","South-Central Interior/Upper Coastal Plain Wet Flatwoods","Hardwood",189,118,9,8,4,7,89,"I-B",186,237,38,0.729412,0.929412,0.14902,1535,0
"313",1648,2086,931,14730,47,"14730_45_46_47_98_99","Gulf and Atlantic Coastal Plain Floodplain Systems","Riparian",115,-9999,100,53,46,-9999,54,"III-A",102,119,205,0.4,0.466667,0.803922,207,0
"314",1652,2090,574,15090,47,"15090_45_47","Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest","Hardwood",479,106,88,44,10,41,49,"III-A",0,107,82,0,0.419608,0.321569,128,0
"315",1680,2118,182059,13110,42,"13110_42_43","North-Central Interior Dry Oak Forest and Woodland","Hardwood",141,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784,40489,0
"316",1682,2120,117844,13850,42,"13850_31_39_40_42","Western Great Plains Wooded Draw and Ravine","Shrubland",91,65,230,32,36,50,14,"I-C",168,168,0,0.658824,0.658824,0,26208,0
"317",1683,2121,230058,13940,42,"13940_42","North-Central Interior Oak Savanna","Hardwood",530,167,5,5,1,3,96,"I-A",230,213,138,0.901961,0.835294,0.541176,51164,0
"318",1684,2122,20177,13950,42,"13950_41_42_43_49_52","North-Central Oak Barrens","Hardwood",341,246,5,5,1,2,97,"I-A",255,235,176,1,0.921569,0.690196,4487,0
"319",1685,2123,188401,14120,42,"14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,-9999,87,3,96,-9999,4,"II-A",214,0,157,0.839216,0,0.615686,41899,0
"320",1688,2126,598194,14690,42,"14690_38_42_49","Eastern Great Plains Floodplain Systems","Riparian",510,76,177,48,10,63,27,"III-A",75,170,190,0.294118,0.666667,0.745098,133035,0
"321",1690,2128,87155,14790,42,"14790_41_42_47_48_50_51_53","Central Interior and Appalachian Swamp Systems","Riparian",987,-9999,-9999,987,100,-9999,-9999,"V-B",207,61,255,0.811765,0.239216,1,19383,0
"322",1691,2129,23255,14880,42,"14880_38_42_43","Eastern Great Plains Wet Meadow-Prairie-Marsh","Grassland",3,-9999,-9999,3,100,-9999,-9999,"II-A",148,20,51,0.580392,0.078431,0.2,5172,0
"323",1692,2130,164918,14930,42,"14930_41_42_44_50","Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Riparian",17,-9999,-9999,17,100,-9999,-9999,"II-C",240,150,20,0.941176,0.588235,0.078431,36677,0
"324",1693,2131,178748,15170,42,"15170_42_49_50","Paleozoic Plateau Bluff and Talus","Hardwood-Conifer",15,126,102,12,79,9,12,"II-B",106,117,0,0.415686,0.458824,0,39753,0
"325",1696,2134,11,13100,44,"13100_44_50","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",123,49,76,24,20,48,32,"I-C",176,163,222,0.690196,0.639216,0.870588,2,0
"326",1697,2135,735,13110,44,"13110_44","North-Central Interior Dry Oak Forest and Woodland","Hardwood",107,99,19,14,13,14,73,"I-B",179,207,143,0.701961,0.811765,0.560784,163,0
"327",1699,2137,3,13140,44,"13140_38_39_40_41_42_43_44_50","North-Central Interior Maple-Basswood Forest","Hardwood",1027,-9999,857,467,46,-9999,54,"V-A",237,161,102,0.929412,0.631373,0.4,1,0
"328",1706,2144,6,13940,44,"13940_44_49","North-Central Interior Oak Savanna","Hardwood",550,189,5,5,1,3,96,"I-A",230,213,138,0.901961,0.835294,0.541176,1,0
"329",1714,2152,68482,14710,44,"14710_44","Central Interior and Appalachian Floodplain Systems","Riparian",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",0,191,176,0,0.74902,0.690196,15230,0
"330",1716,2154,13414,14720,44,"14720_44_46_47_48","Central Interior and Appalachian Riparian Systems","Riparian",990,-9999,200,167,17,-9999,83,"III-B",36,255,20,0.141176,1,0.078431,2983,0
"331",1720,2158,5,14930,44,"14930_41_42_44_50","Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Riparian",17,-9999,-9999,17,100,-9999,-9999,"II-C",240,150,20,0.941176,0.588235,0.078431,1,0
