"join_field","model_code","ref_label","ref_percent","bps_name","state_class_id","age_category","canopy_category","cur_scls_count","bps_count","bps_acres","ref_scls_acres","cur_scls_acres","cur_percent"
"13700_60_63_64_65_66_Water","13700_60_63_64_65_66","Water",0,"Appalachian (Hemlock-)Northern Hardwood Forest",NA,NA,NA,NA,34242882,7615429,0,NA,NA
"13700_60_63_64_65_66_UN","13700_60_63_64_65_66","UN",0,"Appalachian (Hemlock-)Northern Hardwood Forest",NA,NA,NA,723982,34242882,7615429,0,161010,2
"13700_60_63_64_65_66_UE","13700_60_63_64_65_66","UE",0,"Appalachian (Hemlock-)Northern Hardwood Forest",NA,NA,NA,2718873,34242882,7615429,0,604662,8
"13730_63_64_A","13730_63_64","A",4,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Early1:ALL","Early1","ALL",28405,835509,185813,7433,6317,3
"13730_63_64_B","13730_63_64","B",4,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Mid1:CLS","Mid1","CLS",398639,835509,185813,7433,88655,48
"13730_63_64_C","13730_63_64","C",4,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Mid2:OPN","Mid2","OPN",196571,835509,185813,7433,43716,24
"13730_63_64_D","13730_63_64","D",5,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Late1:CLS","Late1","CLS",5,835509,185813,9291,1,0
"13730_63_64_E","13730_63_64","E",83,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Late2:CLS","Late2","CLS",4,835509,185813,154224,1,0
"13730_63_64_Agriculture","13730_63_64","Agriculture",0,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",NA,NA,NA,18934,835509,185813,0,4211,2
"13730_63_64_Urban","13730_63_64","Urban",0,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",NA,NA,NA,28440,835509,185813,0,6325,3
"13730_63_64_Water","13730_63_64","Water",0,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",NA,NA,NA,NA,835509,185813,0,NA,NA
"13730_63_64_UN","13730_63_64","UN",0,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",NA,NA,NA,10118,835509,185813,0,2250,1
"13730_63_64_UE","13730_63_64","UE",0,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",NA,NA,NA,143899,835509,185813,0,32002,17
"13730_65_66_A","13730_65_66","A",6,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Early1:ALL","Early1","ALL",240,835509,185813,11149,53,0
"13730_65_66_B","13730_65_66","B",6,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Mid1:CLS","Mid1","CLS",2706,835509,185813,11149,602,0
"13730_65_66_C","13730_65_66","C",7,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Mid2:OPN","Mid2","OPN",1127,835509,185813,13007,251,0
"13730_65_66_D","13730_65_66","D",5,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Late1:CLS","Late1","CLS",NA,835509,185813,9291,NA,NA
"13730_65_66_E","13730_65_66","E",76,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Late2:CLS","Late2","CLS",NA,835509,185813,141218,NA,NA
"13730_65_66_Agriculture","13730_65_66","Agriculture",0,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",NA,NA,NA,3374,835509,185813,0,750,0
"13730_65_66_Urban","13730_65_66","Urban",0,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",NA,NA,NA,2335,835509,185813,0,519,0
"13730_65_66_Water","13730_65_66","Water",0,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",NA,NA,NA,NA,835509,185813,0,NA,NA
"13730_65_66_UN","13730_65_66","UN",0,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",NA,NA,NA,52,835509,185813,0,12,0
"13730_65_66_UE","13730_65_66","UE",0,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",NA,NA,NA,660,835509,185813,0,147,0
"13740_64_65_66_A","13740_64_65_66","A",8,"Acadian-Appalachian Montane Spruce-Fir Forest","Early1:ALL","Early1","ALL",101941,5633671,1252897,100232,22671,2
"13740_64_65_66_B","13740_64_65_66","B",7,"Acadian-Appalachian Montane Spruce-Fir Forest","Mid1:CLS","Mid1","CLS",2145932,5633671,1252897,87703,477243,38
"13740_64_65_66_C","13740_64_65_66","C",7,"Acadian-Appalachian Montane Spruce-Fir Forest","Mid2:CLS","Mid2","CLS",2988621,5633671,1252897,87703,664653,53
"13740_64_65_66_D","13740_64_65_66","D",8,"Acadian-Appalachian Montane Spruce-Fir Forest","Late1:CLS","Late1","CLS",1,5633671,1252897,100232,0,0
"13740_64_65_66_E","13740_64_65_66","E",70,"Acadian-Appalachian Montane Spruce-Fir Forest","Late2:CLS","Late2","CLS",1,5633671,1252897,877028,0,0
"13740_64_65_66_Agriculture","13740_64_65_66","Agriculture",0,"Acadian-Appalachian Montane Spruce-Fir Forest",NA,NA,NA,21441,5633671,1252897,0,4768,0
"13740_64_65_66_Urban","13740_64_65_66","Urban",0,"Acadian-Appalachian Montane Spruce-Fir Forest",NA,NA,NA,119909,5633671,1252897,0,26667,2
"13740_64_65_66_Water","13740_64_65_66","Water",0,"Acadian-Appalachian Montane Spruce-Fir Forest",NA,NA,NA,NA,5633671,1252897,0,NA,NA
"13740_64_65_66_UN","13740_64_65_66","UN",0,"Acadian-Appalachian Montane Spruce-Fir Forest",NA,NA,NA,126097,5633671,1252897,0,28043,2
"13740_64_65_66_UE","13740_64_65_66","UE",0,"Acadian-Appalachian Montane Spruce-Fir Forest",NA,NA,NA,129728,5633671,1252897,0,28851,2
"13750_60_A","13750_60","A",4,"Eastern Serpentine Woodland","Early1:ALL","Early1","ALL",NA,4,1,0,NA,NA
"13750_60_B","13750_60","B",8,"Eastern Serpentine Woodland","Mid1:OPN","Mid1","OPN",NA,4,1,0,NA,NA
"13750_60_C","13750_60","C",52,"Eastern Serpentine Woodland","Mid2:OPN","Mid2","OPN",NA,4,1,0,NA,NA
"13750_60_D","13750_60","D",33,"Eastern Serpentine Woodland","Late1:OPN","Late1","OPN",NA,4,1,0,NA,NA
"13750_60_E","13750_60","E",3,"Eastern Serpentine Woodland","Late2:CLS","Late2","CLS",NA,4,1,0,NA,NA
"13750_60_Agriculture","13750_60","Agriculture",0,"Eastern Serpentine Woodland",NA,NA,NA,NA,4,1,0,NA,NA
"13750_60_Urban","13750_60","Urban",0,"Eastern Serpentine Woodland",NA,NA,NA,NA,4,1,0,NA,NA
"13750_60_Water","13750_60","Water",0,"Eastern Serpentine Woodland",NA,NA,NA,NA,4,1,0,NA,NA
"13750_60_UN","13750_60","UN",0,"Eastern Serpentine Woodland",NA,NA,NA,NA,4,1,0,NA,NA
"13750_60_UE","13750_60","UE",0,"Eastern Serpentine Woodland",NA,NA,NA,4,4,1,0,1,100
"13760_48_53_57_61_A","13760_48_53_57_61","A",8,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Early1:ALL","Early1","ALL",NA,140,31,2,NA,NA
"13760_48_53_57_61_B","13760_48_53_57_61","B",5,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Mid1:CLS","Mid1","CLS",NA,140,31,2,NA,NA
"13760_48_53_57_61_C","13760_48_53_57_61","C",22,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Mid1:OPN","Mid1","OPN",6,140,31,7,1,4
"13760_48_53_57_61_D","13760_48_53_57_61","D",50,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Late1:OPN","Late1","OPN",NA,140,31,16,NA,NA
"13760_48_53_57_61_E","13760_48_53_57_61","E",15,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Late1:CLS","Late1","CLS",5,140,31,5,1,4
"13760_48_53_57_61_Agriculture","13760_48_53_57_61","Agriculture",0,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest",NA,NA,NA,2,140,31,0,0,1
"13760_48_53_57_61_Urban","13760_48_53_57_61","Urban",0,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest",NA,NA,NA,114,140,31,0,25,81
"13760_48_53_57_61_Water","13760_48_53_57_61","Water",0,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest",NA,NA,NA,NA,140,31,0,NA,NA
"13760_48_53_57_61_UN","13760_48_53_57_61","UN",0,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest",NA,NA,NA,11,140,31,0,2,8
"13760_48_53_57_61_UE","13760_48_53_57_61","UE",0,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest",NA,NA,NA,2,140,31,0,0,1
"13770_60_61_63_64_65_66_A","13770_60_61_63_64_65_66","A",3,"Central Appalachian Pine-Oak Rocky Woodland","Early1:OPN","Early1","OPN",NA,1382882,307545,9226,NA,NA
"13770_60_61_63_64_65_66_B","13770_60_61_63_64_65_66","B",7,"Central Appalachian Pine-Oak Rocky Woodland","Mid1:OPN","Mid1","OPN",24856,1382882,307545,21528,5528,2
"13770_60_61_63_64_65_66_C","13770_60_61_63_64_65_66","C",74,"Central Appalachian Pine-Oak Rocky Woodland","Late1:CLS","Late1","CLS",585140,1382882,307545,227584,130132,42
"13770_60_61_63_64_65_66_D","13770_60_61_63_64_65_66","D",16,"Central Appalachian Pine-Oak Rocky Woodland","Late1:OPN","Late1","OPN",86799,1382882,307545,49207,19304,6
"13770_60_61_63_64_65_66_E","13770_60_61_63_64_65_66","E",NA,"Central Appalachian Pine-Oak Rocky Woodland",NA,NA,NA,NA,1382882,307545,NA,NA,NA
"13770_60_61_63_64_65_66_Agriculture","13770_60_61_63_64_65_66","Agriculture",0,"Central Appalachian Pine-Oak Rocky Woodland",NA,NA,NA,134059,1382882,307545,0,29814,10
"13770_60_61_63_64_65_66_Urban","13770_60_61_63_64_65_66","Urban",0,"Central Appalachian Pine-Oak Rocky Woodland",NA,NA,NA,169489,1382882,307545,0,37693,12
"13770_60_61_63_64_65_66_Water","13770_60_61_63_64_65_66","Water",0,"Central Appalachian Pine-Oak Rocky Woodland",NA,NA,NA,NA,1382882,307545,0,NA,NA
"13770_60_61_63_64_65_66_UN","13770_60_61_63_64_65_66","UN",0,"Central Appalachian Pine-Oak Rocky Woodland",NA,NA,NA,271417,1382882,307545,0,60362,20
"13770_60_61_63_64_65_66_UE","13770_60_61_63_64_65_66","UE",0,"Central Appalachian Pine-Oak Rocky Woodland",NA,NA,NA,111122,1382882,307545,0,24713,8
"13790_60_65_A","13790_60_65","A",8,"Northern Atlantic Coastal Plain Maritime Forest","Early1:ALL","Early1","ALL",823,43774,9735,779,183,2
"13790_60_65_B","13790_60_65","B",15,"Northern Atlantic Coastal Plain Maritime Forest","Mid1:CLS","Mid1","CLS",438,43774,9735,1460,97,1
"13790_60_65_C","13790_60_65","C",24,"Northern Atlantic Coastal Plain Maritime Forest","Mid2:ALL","Mid2","ALL",237,43774,9735,2336,53,1
"13790_60_65_D","13790_60_65","D",49,"Northern Atlantic Coastal Plain Maritime Forest","Late1:OPN","Late1","OPN",50,43774,9735,4770,11,0
"13790_60_65_E","13790_60_65","E",4,"Northern Atlantic Coastal Plain Maritime Forest","Late1:CLS","Late1","CLS",675,43774,9735,389,150,2
"13790_60_65_Agriculture","13790_60_65","Agriculture",0,"Northern Atlantic Coastal Plain Maritime Forest",NA,NA,NA,801,43774,9735,0,178,2
"13790_60_65_Urban","13790_60_65","Urban",0,"Northern Atlantic Coastal Plain Maritime Forest",NA,NA,NA,37310,43774,9735,0,8298,85
"13790_60_65_Water","13790_60_65","Water",0,"Northern Atlantic Coastal Plain Maritime Forest",NA,NA,NA,NA,43774,9735,0,NA,NA
"13790_60_65_UN","13790_60_65","UN",0,"Northern Atlantic Coastal Plain Maritime Forest",NA,NA,NA,891,43774,9735,0,198,2
"13790_60_65_UE","13790_60_65","UE",0,"Northern Atlantic Coastal Plain Maritime Forest",NA,NA,NA,2549,43774,9735,0,567,6
"13850_31_39_40_42_A","13850_31_39_40_42","A",16,"Western Great Plains Wooded Draw and Ravine","Early1:ALL","Early1","ALL",98,120682,26839,4294,22,0
"13850_31_39_40_42_B","13850_31_39_40_42","B",29,"Western Great Plains Wooded Draw and Ravine","Mid1:ALL","Mid1","ALL",3,120682,26839,7783,1,0
"13850_31_39_40_42_C","13850_31_39_40_42","C",55,"Western Great Plains Wooded Draw and Ravine","Late1:ALL","Late1","ALL",17042,120682,26839,14761,3790,14
"13850_31_39_40_42_D","13850_31_39_40_42","D",NA,"Western Great Plains Wooded Draw and Ravine",NA,NA,NA,NA,120682,26839,NA,NA,NA
"13850_31_39_40_42_E","13850_31_39_40_42","E",NA,"Western Great Plains Wooded Draw and Ravine",NA,NA,NA,NA,120682,26839,NA,NA,NA
"13850_31_39_40_42_Agriculture","13850_31_39_40_42","Agriculture",0,"Western Great Plains Wooded Draw and Ravine",NA,NA,NA,73438,120682,26839,0,16332,61
"13850_31_39_40_42_Urban","13850_31_39_40_42","Urban",0,"Western Great Plains Wooded Draw and Ravine",NA,NA,NA,16825,120682,26839,0,3742,14
"13850_31_39_40_42_Water","13850_31_39_40_42","Water",0,"Western Great Plains Wooded Draw and Ravine",NA,NA,NA,NA,120682,26839,0,NA,NA
"13850_31_39_40_42_UN","13850_31_39_40_42","UN",0,"Western Great Plains Wooded Draw and Ravine",NA,NA,NA,3422,120682,26839,0,761,3
"13850_31_39_40_42_UE","13850_31_39_40_42","UE",0,"Western Great Plains Wooded Draw and Ravine",NA,NA,NA,9854,120682,26839,0,2191,8
"13890_64_66_A","13890_64_66","A",11,"Acadian-Appalachian Subalpine Woodland and Heath-Krummholz","Early1:OPN","Early1","OPN",NA,276217,61429,6757,NA,NA
"13890_64_66_B","13890_64_66","B",10,"Acadian-Appalachian Subalpine Woodland and Heath-Krummholz","Early2:OPN","Early2","OPN",NA,276217,61429,6143,NA,NA
"13890_64_66_C","13890_64_66","C",23,"Acadian-Appalachian Subalpine Woodland and Heath-Krummholz","Mid1:OPN","Mid1","OPN",2,276217,61429,14129,0,0
"13890_64_66_D","13890_64_66","D",56,"Acadian-Appalachian Subalpine Woodland and Heath-Krummholz","Late1:OPN","Late1","OPN",26,276217,61429,34400,6,0
"13890_64_66_E","13890_64_66","E",NA,"Acadian-Appalachian Subalpine Woodland and Heath-Krummholz",NA,NA,NA,NA,276217,61429,NA,NA,NA
"13890_64_66_Agriculture","13890_64_66","Agriculture",0,"Acadian-Appalachian Subalpine Woodland and Heath-Krummholz",NA,NA,NA,603,276217,61429,0,134,0
"13890_64_66_Urban","13890_64_66","Urban",0,"Acadian-Appalachian Subalpine Woodland and Heath-Krummholz",NA,NA,NA,875,276217,61429,0,195,0
"13890_64_66_Water","13890_64_66","Water",0,"Acadian-Appalachian Subalpine Woodland and Heath-Krummholz",NA,NA,NA,NA,276217,61429,0,NA,NA
"13890_64_66_UN","13890_64_66","UN",0,"Acadian-Appalachian Subalpine Woodland and Heath-Krummholz",NA,NA,NA,271764,276217,61429,0,60439,98
"13890_64_66_UE","13890_64_66","UE",0,"Acadian-Appalachian Subalpine Woodland and Heath-Krummholz",NA,NA,NA,2947,276217,61429,0,655,1
"13940_39_40_41_A","13940_39_40_41","A",22,"North-Central Interior Oak Savanna","Early1:ALL","Early1","ALL",224795,46657473,10376365,2282800,49993,0
"13940_39_40_41_B","13940_39_40_41","B",62,"North-Central Interior Oak Savanna","Late1:OPN","Late1","OPN",868388,46657473,10376365,6433347,193125,2
"13940_39_40_41_C","13940_39_40_41","C",14,"North-Central Interior Oak Savanna","Late2:OPN","Late2","OPN",1327465,46657473,10376365,1452691,295221,3
"13940_39_40_41_D","13940_39_40_41","D",2,"North-Central Interior Oak Savanna","Late3:CLS","Late3","CLS",17329,46657473,10376365,207527,3854,0
"13940_39_40_41_E","13940_39_40_41","E",NA,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,NA,NA,NA
"13940_39_40_41_Agriculture","13940_39_40_41","Agriculture",0,"North-Central Interior Oak Savanna",NA,NA,NA,5461760,46657473,10376365,0,1214665,12
"13940_39_40_41_Urban","13940_39_40_41","Urban",0,"North-Central Interior Oak Savanna",NA,NA,NA,1708041,46657473,10376365,0,379859,4
"13940_39_40_41_Water","13940_39_40_41","Water",0,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,0,NA,NA
"13940_39_40_41_UN","13940_39_40_41","UN",0,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,0,NA,NA
"13940_39_40_41_UE","13940_39_40_41","UE",0,"North-Central Interior Oak Savanna",NA,NA,NA,591790,46657473,10376365,0,131611,1
"13940_42_A","13940_42","A",22,"North-Central Interior Oak Savanna","Early1:ALL","Early1","ALL",1575,46657473,10376365,2282800,350,0
"13940_42_B","13940_42","B",63,"North-Central Interior Oak Savanna","Late1:OPN","Late1","OPN",18259,46657473,10376365,6537110,4061,0
"13940_42_C","13940_42","C",13,"North-Central Interior Oak Savanna","Late2:OPN","Late2","OPN",25269,46657473,10376365,1348927,5620,0
"13940_42_D","13940_42","D",2,"North-Central Interior Oak Savanna","Late3:CLS","Late3","CLS",67,46657473,10376365,207527,15,0
"13940_42_E","13940_42","E",NA,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,NA,NA,NA
"13940_42_Agriculture","13940_42","Agriculture",0,"North-Central Interior Oak Savanna",NA,NA,NA,140085,46657473,10376365,0,31154,0
"13940_42_Urban","13940_42","Urban",0,"North-Central Interior Oak Savanna",NA,NA,NA,28849,46657473,10376365,0,6416,0
"13940_42_Water","13940_42","Water",0,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,0,NA,NA
"13940_42_UN","13940_42","UN",0,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,0,NA,NA
"13940_42_UE","13940_42","UE",0,"North-Central Interior Oak Savanna",NA,NA,NA,15859,46657473,10376365,0,3527,0
"13940_44_49_A","13940_44_49","A",20,"North-Central Interior Oak Savanna","Early1:ALL","Early1","ALL",326,46657473,10376365,2075273,73,0
"13940_44_49_B","13940_44_49","B",56,"North-Central Interior Oak Savanna","Late1:OPN","Late1","OPN",82,46657473,10376365,5810765,18,0
"13940_44_49_C","13940_44_49","C",12,"North-Central Interior Oak Savanna","Late2:OPN","Late2","OPN",728,46657473,10376365,1245164,162,0
"13940_44_49_D","13940_44_49","D",12,"North-Central Interior Oak Savanna","Late3:CLS","Late3","CLS",2,46657473,10376365,1245164,0,0
"13940_44_49_E","13940_44_49","E",NA,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,NA,NA,NA
"13940_44_49_Agriculture","13940_44_49","Agriculture",0,"North-Central Interior Oak Savanna",NA,NA,NA,369,46657473,10376365,0,82,0
"13940_44_49_Urban","13940_44_49","Urban",0,"North-Central Interior Oak Savanna",NA,NA,NA,81965,46657473,10376365,0,18229,0
"13940_44_49_Water","13940_44_49","Water",0,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,0,NA,NA
"13940_44_49_UN","13940_44_49","UN",0,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,0,NA,NA
"13940_44_49_UE","13940_44_49","UE",0,"North-Central Interior Oak Savanna",NA,NA,NA,311,46657473,10376365,0,69,0
"13940_50_51_A","13940_50_51","A",7,"North-Central Interior Oak Savanna","Early1:OPN","Early1","OPN",197224,46657473,10376365,726346,43862,0
"13940_50_51_B","13940_50_51","B",16,"North-Central Interior Oak Savanna","Mid1:OPN","Mid1","OPN",992,46657473,10376365,1660218,221,0
"13940_50_51_C","13940_50_51","C",64,"North-Central Interior Oak Savanna","Late1:OPN","Late1","OPN",2443238,46657473,10376365,6640874,543363,5
"13940_50_51_D","13940_50_51","D",12,"North-Central Interior Oak Savanna","Late2:OPN","Late2","OPN",6037405,46657473,10376365,1245164,1342686,13
"13940_50_51_E","13940_50_51","E",1,"North-Central Interior Oak Savanna","Late3:CLS","Late3","CLS",24359,46657473,10376365,103764,5417,0
"13940_50_51_Agriculture","13940_50_51","Agriculture",0,"North-Central Interior Oak Savanna",NA,NA,NA,18534787,46657473,10376365,0,4122035,40
"13940_50_51_Urban","13940_50_51","Urban",0,"North-Central Interior Oak Savanna",NA,NA,NA,4347628,46657473,10376365,0,966889,9
"13940_50_51_Water","13940_50_51","Water",0,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,0,NA,NA
"13940_50_51_UN","13940_50_51","UN",0,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,0,NA,NA
"13940_50_51_UE","13940_50_51","UE",0,"North-Central Interior Oak Savanna",NA,NA,NA,2697295,46657473,10376365,0,599864,6
"13940_52_A","13940_52","A",21,"North-Central Interior Oak Savanna","Early1:ALL","Early1","ALL",3429,46657473,10376365,2179037,763,0
"13940_52_B","13940_52","B",56,"North-Central Interior Oak Savanna","Late1:OPN","Late1","OPN",24578,46657473,10376365,5810765,5466,0
"13940_52_C","13940_52","C",12,"North-Central Interior Oak Savanna","Late2:OPN","Late2","OPN",221959,46657473,10376365,1245164,49362,0
"13940_52_D","13940_52","D",11,"North-Central Interior Oak Savanna","Late3:CLS","Late3","CLS",26602,46657473,10376365,1141400,5916,0
"13940_52_E","13940_52","E",NA,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,NA,NA,NA
"13940_52_Agriculture","13940_52","Agriculture",0,"North-Central Interior Oak Savanna",NA,NA,NA,1178668,46657473,10376365,0,262129,3
"13940_52_Urban","13940_52","Urban",0,"North-Central Interior Oak Savanna",NA,NA,NA,278501,46657473,10376365,0,61937,1
"13940_52_Water","13940_52","Water",0,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,0,NA,NA
"13940_52_UN","13940_52","UN",0,"North-Central Interior Oak Savanna",NA,NA,NA,NA,46657473,10376365,0,NA,NA
"13940_52_UE","13940_52","UE",0,"North-Central Interior Oak Savanna",NA,NA,NA,127494,46657473,10376365,0,28354,0
"13950_41_42_43_49_52_A","13950_41_42_43_49_52","A",32,"North-Central Oak Barrens","Early1:ALL","Early1","ALL",177,14734113,3276786,1048571,39,0
"13950_41_42_43_49_52_B","13950_41_42_43_49_52","B",63,"North-Central Oak Barrens","Late1:OPN","Late1","OPN",257488,14734113,3276786,2064375,57264,2
"13950_41_42_43_49_52_C","13950_41_42_43_49_52","C",3,"North-Central Oak Barrens","Late2:OPN","Late2","OPN",452437,14734113,3276786,98304,100620,3
"13950_41_42_43_49_52_D","13950_41_42_43_49_52","D",2,"North-Central Oak Barrens","Late3:CLS","Late3","CLS",9940,14734113,3276786,65536,2211,0
"13950_41_42_43_49_52_E","13950_41_42_43_49_52","E",NA,"North-Central Oak Barrens",NA,NA,NA,NA,14734113,3276786,NA,NA,NA
"13950_41_42_43_49_52_Agriculture","13950_41_42_43_49_52","Agriculture",0,"North-Central Oak Barrens",NA,NA,NA,2112207,14734113,3276786,0,469743,14
"13950_41_42_43_49_52_Urban","13950_41_42_43_49_52","Urban",0,"North-Central Oak Barrens",NA,NA,NA,1037949,14734113,3276786,0,230834,7
"13950_41_42_43_49_52_Water","13950_41_42_43_49_52","Water",0,"North-Central Oak Barrens",NA,NA,NA,NA,14734113,3276786,0,NA,NA
"13950_41_42_43_49_52_UN","13950_41_42_43_49_52","UN",0,"North-Central Oak Barrens",NA,NA,NA,22984,14734113,3276786,0,5112,0
"13950_41_42_43_49_52_UE","13950_41_42_43_49_52","UE",0,"North-Central Oak Barrens",NA,NA,NA,254642,14734113,3276786,0,56631,2
"13950_50_A","13950_50","A",8,"North-Central Oak Barrens","Early1:ALL","Early1","ALL",25039,14734113,3276786,262143,5569,0
"13950_50_B","13950_50","B",26,"North-Central Oak Barrens","Mid1:OPN","Mid1","OPN",556,14734113,3276786,851964,124,0
"13950_50_C","13950_50","C",61,"North-Central Oak Barrens","Late1:OPN","Late1","OPN",600534,14734113,3276786,1998839,133555,4
"13950_50_D","13950_50","D",3,"North-Central Oak Barrens","Late2:OPN","Late2","OPN",510187,14734113,3276786,98304,113463,3
"13950_50_E","13950_50","E",2,"North-Central Oak Barrens","Late3:CLS","Late3","CLS",818,14734113,3276786,65536,182,0
"13950_50_Agriculture","13950_50","Agriculture",0,"North-Central Oak Barrens",NA,NA,NA,1075013,14734113,3276786,0,239077,7
"13950_50_Urban","13950_50","Urban",0,"North-Central Oak Barrens",NA,NA,NA,347151,14734113,3276786,0,77204,2
"13950_50_Water","13950_50","Water",0,"North-Central Oak Barrens",NA,NA,NA,NA,14734113,3276786,0,NA,NA
"13950_50_UN","13950_50","UN",0,"North-Central Oak Barrens",NA,NA,NA,3810,14734113,3276786,0,847,0
"13950_50_UE","13950_50","UE",0,"North-Central Oak Barrens",NA,NA,NA,412921,14734113,3276786,0,91831,3
"13950_51_A","13950_51","A",9,"North-Central Oak Barrens","Early1:ALL","Early1","ALL",8191,14734113,3276786,294911,1822,0
"13950_51_B","13950_51","B",20,"North-Central Oak Barrens","Mid1:OPN","Mid1","OPN",240,14734113,3276786,655357,53,0
"13950_51_C","13950_51","C",66,"North-Central Oak Barrens","Late1:OPN","Late1","OPN",454559,14734113,3276786,2162679,101091,3
"13950_51_D","13950_51","D",4,"North-Central Oak Barrens","Late2:OPN","Late2","OPN",1005817,14734113,3276786,131071,223688,7
"13950_51_E","13950_51","E",1,"North-Central Oak Barrens","Late3:CLS","Late3","CLS",8459,14734113,3276786,32768,1881,0
"13950_51_Agriculture","13950_51","Agriculture",0,"North-Central Oak Barrens",NA,NA,NA,3248048,14734113,3276786,0,722348,22
"13950_51_Urban","13950_51","Urban",0,"North-Central Oak Barrens",NA,NA,NA,2212668,14734113,3276786,0,492085,15
"13950_51_Water","13950_51","Water",0,"North-Central Oak Barrens",NA,NA,NA,NA,14734113,3276786,0,NA,NA
"13950_51_UN","13950_51","UN",0,"North-Central Oak Barrens",NA,NA,NA,17656,14734113,3276786,0,3927,0
"13950_51_UE","13950_51","UE",0,"North-Central Oak Barrens",NA,NA,NA,654622,14734113,3276786,0,145584,4
"14000_60_61_A","14000_60_61","A",53,"Central Appalachian Alkaline Glade and Woodland","Early1:ALL","Early1","ALL",5,245236,54539,28906,1,0
"14000_60_61_B","14000_60_61","B",27,"Central Appalachian Alkaline Glade and Woodland","Mid1:OPN","Mid1","OPN",15,245236,54539,14726,3,0
"14000_60_61_C","14000_60_61","C",7,"Central Appalachian Alkaline Glade and Woodland","Late1:CLS","Late1","CLS",129,245236,54539,3818,29,0
"14000_60_61_D","14000_60_61","D",13,"Central Appalachian Alkaline Glade and Woodland","Late2:CLS","Late2","CLS",53437,245236,54539,7090,11884,22
"14000_60_61_E","14000_60_61","E",NA,"Central Appalachian Alkaline Glade and Woodland",NA,NA,NA,NA,245236,54539,NA,NA,NA
"14000_60_61_Agriculture","14000_60_61","Agriculture",0,"Central Appalachian Alkaline Glade and Woodland",NA,NA,NA,98224,245236,54539,0,21844,40
"14000_60_61_Urban","14000_60_61","Urban",0,"Central Appalachian Alkaline Glade and Woodland",NA,NA,NA,38350,245236,54539,0,8529,16
"14000_60_61_Water","14000_60_61","Water",0,"Central Appalachian Alkaline Glade and Woodland",NA,NA,NA,NA,245236,54539,0,NA,NA
"14000_60_61_UN","14000_60_61","UN",0,"Central Appalachian Alkaline Glade and Woodland",NA,NA,NA,10889,245236,54539,0,2422,4
"14000_60_61_UE","14000_60_61","UE",0,"Central Appalachian Alkaline Glade and Woodland",NA,NA,NA,25106,245236,54539,0,5583,10
"14000_63_A","14000_63","A",52,"Central Appalachian Alkaline Glade and Woodland","Early1:ALL","Early1","ALL",NA,245236,54539,28360,NA,NA
"14000_63_B","14000_63","B",27,"Central Appalachian Alkaline Glade and Woodland","Mid1:OPN","Mid1","OPN",2,245236,54539,14726,0,0
