"join_field","model_code","ref_label","ref_percent","bps_name","state_class_id","age_category","canopy_category","cur_scls_count","bps_count","bps_acres","ref_scls_acres","cur_scls_acres","cur_percent"
"13100_39_Agriculture","13100_39","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,109561,109833591,24426387,0,24366,0
"13100_39_Urban","13100_39","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,20621,109833591,24426387,0,4586,0
"13100_39_Water","13100_39","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,109833591,24426387,0,NA,NA
"13100_39_UN","13100_39","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,362,109833591,24426387,0,81,0
"13100_39_UE","13100_39","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,27156,109833591,24426387,0,6039,0
"13100_41_62_A","13100_41_62","A",5,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",92141,109833591,24426387,1221319,20492,0
"13100_41_62_B","13100_41_62","B",18,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",839,109833591,24426387,4396750,187,0
"13100_41_62_C","13100_41_62","C",27,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",901646,109833591,24426387,6595124,200521,1
"13100_41_62_D","13100_41_62","D",45,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid3:CLS","Mid3","CLS",1838462,109833591,24426387,10991874,408864,2
"13100_41_62_E","13100_41_62","E",5,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late1:CLS","Late1","CLS",50556,109833591,24426387,1221319,11243,0
"13100_41_62_Agriculture","13100_41_62","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,4040650,109833591,24426387,0,898618,4
"13100_41_62_Urban","13100_41_62","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,1667071,109833591,24426387,0,370747,2
"13100_41_62_Water","13100_41_62","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,109833591,24426387,0,NA,NA
"13100_41_62_UN","13100_41_62","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,29590,109833591,24426387,0,6581,0
"13100_41_62_UE","13100_41_62","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,371234,109833591,24426387,0,82560,0
"13100_44_50_A","13100_44_50","A",3,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",11059,109833591,24426387,732792,2459,0
"13100_44_50_B","13100_44_50","B",12,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",56,109833591,24426387,2931166,12,0
"13100_44_50_C","13100_44_50","C",20,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",128855,109833591,24426387,4885277,28657,0
"13100_44_50_D","13100_44_50","D",57,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid3:CLS","Mid3","CLS",592323,109833591,24426387,13923040,131729,1
"13100_44_50_E","13100_44_50","E",8,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late2:CLS","Late2","CLS",11786,109833591,24426387,1954111,2621,0
"13100_44_50_Agriculture","13100_44_50","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,1114159,109833591,24426387,0,247783,1
"13100_44_50_Urban","13100_44_50","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,526474,109833591,24426387,0,117085,0
"13100_44_50_Water","13100_44_50","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,109833591,24426387,0,NA,NA
"13100_44_50_UN","13100_44_50","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,2111,109833591,24426387,0,469,0
"13100_44_50_UE","13100_44_50","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,170703,109833591,24426387,0,37963,0
"13100_47_A","13100_47","A",2,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",1933,109833591,24426387,488528,430,0
"13100_47_B","13100_47","B",7,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",2,109833591,24426387,1709847,0,0
"13100_47_C","13100_47","C",27,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",31989,109833591,24426387,6595124,7114,0
"13100_47_D","13100_47","D",61,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late1:OPN","Late1","OPN",454000,109833591,24426387,14900096,100967,0
"13100_47_E","13100_47","E",3,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late2:CLS","Late2","CLS",55295,109833591,24426387,732792,12297,0
"13100_47_Agriculture","13100_47","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,352588,109833591,24426387,0,78414,0
"13100_47_Urban","13100_47","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,91303,109833591,24426387,0,20305,0
"13100_47_Water","13100_47","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,109833591,24426387,0,NA,NA
"13100_47_UN","13100_47","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,5209,109833591,24426387,0,1158,0
"13100_47_UE","13100_47","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,88945,109833591,24426387,0,19781,0
"13100_49_A","13100_49","A",5,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",222853,109833591,24426387,1221319,49561,0
"13100_49_B","13100_49","B",12,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",94,109833591,24426387,2931166,21,0
"13100_49_C","13100_49","C",13,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",910438,109833591,24426387,3175430,202476,1
"13100_49_D","13100_49","D",65,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid3:CLS","Mid3","CLS",9435029,109833591,24426387,15877151,2098299,9
"13100_49_E","13100_49","E",5,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late1:CLS","Late1","CLS",320856,109833591,24426387,1221319,71357,0
"13100_49_Agriculture","13100_49","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,32198345,109833591,24426387,0,7160735,29
"13100_49_Urban","13100_49","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,8105671,109833591,24426387,0,1802657,7
"13100_49_Water","13100_49","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,109833591,24426387,0,NA,NA
"13100_49_UN","13100_49","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,10972,109833591,24426387,0,2440,0
"13100_49_UE","13100_49","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,3320781,109833591,24426387,0,738523,3
"13100_51_A","13100_51","A",3,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",21135,109833591,24426387,732792,4700,0
"13100_51_B","13100_51","B",7,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",157,109833591,24426387,1709847,35,0
"13100_51_C","13100_51","C",27,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",468147,109833591,24426387,6595124,104113,0
"13100_51_D","13100_51","D",61,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late1:OPN","Late1","OPN",1076218,109833591,24426387,14900096,239345,1
"13100_51_E","13100_51","E",2,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late2:CLS","Late2","CLS",24195,109833591,24426387,488528,5381,0
"13100_51_Agriculture","13100_51","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,4497367,109833591,24426387,0,1000190,4
"13100_51_Urban","13100_51","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,2077507,109833591,24426387,0,462026,2
"13100_51_Water","13100_51","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,109833591,24426387,0,NA,NA
"13100_51_UN","13100_51","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,6375,109833591,24426387,0,1418,0
"13100_51_UE","13100_51","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,664995,109833591,24426387,0,147891,1
"13100_52_A","13100_52","A",6,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",29693,109833591,24426387,1465583,6604,0
"13100_52_B","13100_52","B",12,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",51,109833591,24426387,2931166,11,0
"13100_52_C","13100_52","C",13,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",251647,109833591,24426387,3175430,55965,0
"13100_52_D","13100_52","D",64,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid3:CLS","Mid3","CLS",2065566,109833591,24426387,15632887,459371,2
"13100_52_E","13100_52","E",5,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late1:CLS","Late1","CLS",124013,109833591,24426387,1221319,27580,0
"13100_52_Agriculture","13100_52","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,16263233,109833591,24426387,0,3616854,15
"13100_52_Urban","13100_52","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,4332666,109833591,24426387,0,963561,4
"13100_52_Water","13100_52","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,109833591,24426387,0,NA,NA
"13100_52_UN","13100_52","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,2077,109833591,24426387,0,462,0
"13100_52_UE","13100_52","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,1502191,109833591,24426387,0,334079,1
"13110_39_A","13110_39","A",5,"North-Central Interior Dry Oak Forest and Woodland","Early1:ALL","Early1","ALL",6184,11102901,2469224,123461,1375,0
"13110_39_B","13110_39","B",32,"North-Central Interior Dry Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",12,11102901,2469224,790152,3,0
"13110_39_C","13110_39","C",47,"North-Central Interior Dry Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",2603,11102901,2469224,1160535,579,0
"13110_39_D","13110_39","D",10,"North-Central Interior Dry Oak Forest and Woodland","Late1:CLS","Late1","CLS",9926,11102901,2469224,246922,2207,0
"13110_39_E","13110_39","E",6,"North-Central Interior Dry Oak Forest and Woodland","Late2:CLS","Late2","CLS",3,11102901,2469224,148153,1,0
"13110_39_Agriculture","13110_39","Agriculture",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,8776,11102901,2469224,0,1952,0
"13110_39_Urban","13110_39","Urban",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,1860,11102901,2469224,0,414,0
"13110_39_Water","13110_39","Water",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,NA,11102901,2469224,0,NA,NA
"13110_39_UN","13110_39","UN",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,4,11102901,2469224,0,1,0
"13110_39_UE","13110_39","UE",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,3978,11102901,2469224,0,885,0
"13110_42_43_A","13110_42_43","A",3,"North-Central Interior Dry Oak Forest and Woodland","Early1:ALL","Early1","ALL",651,11102901,2469224,74077,145,0
"13110_42_43_B","13110_42_43","B",8,"North-Central Interior Dry Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",3,11102901,2469224,197538,1,0
"13110_42_43_C","13110_42_43","C",51,"North-Central Interior Dry Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",11882,11102901,2469224,1259304,2642,0
"13110_42_43_D","13110_42_43","D",34,"North-Central Interior Dry Oak Forest and Woodland","Late1:OPN","Late1","OPN",30689,11102901,2469224,839536,6825,0
"13110_42_43_E","13110_42_43","E",4,"North-Central Interior Dry Oak Forest and Woodland","Late2:CLS","Late2","CLS",96,11102901,2469224,98769,21,0
"13110_42_43_Agriculture","13110_42_43","Agriculture",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,111228,11102901,2469224,0,24736,1
"13110_42_43_Urban","13110_42_43","Urban",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,18842,11102901,2469224,0,4190,0
"13110_42_43_Water","13110_42_43","Water",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,NA,11102901,2469224,0,NA,NA
"13110_42_43_UN","13110_42_43","UN",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,19,11102901,2469224,0,4,0
"13110_42_43_UE","13110_42_43","UE",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,8578,11102901,2469224,0,1908,0
"13110_44_A","13110_44","A",4,"North-Central Interior Dry Oak Forest and Woodland","Early1:ALL","Early1","ALL",23,11102901,2469224,98769,5,0
"13110_44_B","13110_44","B",25,"North-Central Interior Dry Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",NA,11102901,2469224,617306,NA,NA
"13110_44_C","13110_44","C",36,"North-Central Interior Dry Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",6,11102901,2469224,888921,1,0
"13110_44_D","13110_44","D",30,"North-Central Interior Dry Oak Forest and Woodland","Late1:CLS","Late1","CLS",NA,11102901,2469224,740767,NA,NA
"13110_44_E","13110_44","E",5,"North-Central Interior Dry Oak Forest and Woodland","Late2:CLS","Late2","CLS",148,11102901,2469224,123461,33,0
"13110_44_Agriculture","13110_44","Agriculture",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,497,11102901,2469224,0,111,0
"13110_44_Urban","13110_44","Urban",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,50,11102901,2469224,0,11,0
"13110_44_Water","13110_44","Water",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,NA,11102901,2469224,0,NA,NA
"13110_44_UN","13110_44","UN",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,1,11102901,2469224,0,0,0
"13110_44_UE","13110_44","UE",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,10,11102901,2469224,0,2,0
"13110_49_A","13110_49","A",3,"North-Central Interior Dry Oak Forest and Woodland","Early1:ALL","Early1","ALL",22603,11102901,2469224,74077,5027,0
"13110_49_B","13110_49","B",8,"North-Central Interior Dry Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",236,11102901,2469224,197538,52,0
"13110_49_C","13110_49","C",38,"North-Central Interior Dry Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",50800,11102901,2469224,938305,11298,0
"13110_49_D","13110_49","D",47,"North-Central Interior Dry Oak Forest and Woodland","Late1:OPN","Late1","OPN",344401,11102901,2469224,1160535,76593,3
"13110_49_E","13110_49","E",4,"North-Central Interior Dry Oak Forest and Woodland","Late2:CLS","Late2","CLS",22802,11102901,2469224,98769,5071,0
"13110_49_Agriculture","13110_49","Agriculture",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,736471,11102901,2469224,0,163787,7
"13110_49_Urban","13110_49","Urban",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,191643,11102901,2469224,0,42620,2
"13110_49_Water","13110_49","Water",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,NA,11102901,2469224,0,NA,NA
"13110_49_UN","13110_49","UN",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,229,11102901,2469224,0,51,0
"13110_49_UE","13110_49","UE",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,126292,11102901,2469224,0,28087,1
"13110_50_A","13110_50","A",4,"North-Central Interior Dry Oak Forest and Woodland","Early1:ALL","Early1","ALL",1693,11102901,2469224,98769,377,0
"13110_50_B","13110_50","B",26,"North-Central Interior Dry Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",273,11102901,2469224,641998,61,0
"13110_50_C","13110_50","C",36,"North-Central Interior Dry Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",27189,11102901,2469224,888921,6047,0
"13110_50_D","13110_50","D",29,"North-Central Interior Dry Oak Forest and Woodland","Late1:CLS","Late1","CLS",319,11102901,2469224,716075,71,0
"13110_50_E","13110_50","E",5,"North-Central Interior Dry Oak Forest and Woodland","Late2:CLS","Late2","CLS",56984,11102901,2469224,123461,12673,1
"13110_50_Agriculture","13110_50","Agriculture",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,123111,11102901,2469224,0,27379,1
"13110_50_Urban","13110_50","Urban",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,34546,11102901,2469224,0,7683,0
"13110_50_Water","13110_50","Water",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,NA,11102901,2469224,0,NA,NA
"13110_50_UN","13110_50","UN",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,272,11102901,2469224,0,60,0
"13110_50_UE","13110_50","UE",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,27418,11102901,2469224,0,6098,0
"13110_51_A","13110_51","A",3,"North-Central Interior Dry Oak Forest and Woodland","Early1:ALL","Early1","ALL",8316,11102901,2469224,74077,1849,0
"13110_51_B","13110_51","B",9,"North-Central Interior Dry Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",2870,11102901,2469224,222230,638,0
"13110_51_C","13110_51","C",50,"North-Central Interior Dry Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",201237,11102901,2469224,1234612,44754,2
"13110_51_D","13110_51","D",34,"North-Central Interior Dry Oak Forest and Woodland","Late1:OPN","Late1","OPN",550020,11102901,2469224,839536,122321,5
"13110_51_E","13110_51","E",4,"North-Central Interior Dry Oak Forest and Woodland","Late2:CLS","Late2","CLS",8178,11102901,2469224,98769,1819,0
"13110_51_Agriculture","13110_51","Agriculture",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,1480695,11102901,2469224,0,329298,13
"13110_51_Urban","13110_51","Urban",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,667230,11102901,2469224,0,148388,6
"13110_51_Water","13110_51","Water",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,NA,11102901,2469224,0,NA,NA
"13110_51_UN","13110_51","UN",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,15,11102901,2469224,0,3,0
"13110_51_UE","13110_51","UE",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,311831,11102901,2469224,0,69349,3
"13110_52_A","13110_52","A",3,"North-Central Interior Dry Oak Forest and Woodland","Early1:ALL","Early1","ALL",6472,11102901,2469224,74077,1439,0
"13110_52_B","13110_52","B",8,"North-Central Interior Dry Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",50,11102901,2469224,197538,11,0
"13110_52_C","13110_52","C",38,"North-Central Interior Dry Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",79067,11102901,2469224,938305,17584,1
"13110_52_D","13110_52","D",48,"North-Central Interior Dry Oak Forest and Woodland","Late1:OPN","Late1","OPN",798645,11102901,2469224,1185228,177614,7
"13110_52_E","13110_52","E",3,"North-Central Interior Dry Oak Forest and Woodland","Late2:CLS","Late2","CLS",76454,11102901,2469224,74077,17003,1
"13110_52_Agriculture","13110_52","Agriculture",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,3366095,11102901,2469224,0,748601,30
"13110_52_Urban","13110_52","Urban",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,1100206,11102901,2469224,0,244680,10
"13110_52_Water","13110_52","Water",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,NA,11102901,2469224,0,NA,NA
"13110_52_UN","13110_52","UN",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,95,11102901,2469224,0,21,0
"13110_52_UE","13110_52","UE",0,"North-Central Interior Dry Oak Forest and Woodland",NA,NA,NA,462074,11102901,2469224,0,102763,4
"13130_47_50_51_A","13130_47_50_51","A",8,"North-Central Interior Beech-Maple Forest","Early1:ALL","Early1","ALL",89906,96480328,21456694,1716536,19995,0
"13130_47_50_51_B","13130_47_50_51","B",9,"North-Central Interior Beech-Maple Forest","Mid1:ALL","Mid1","ALL",15397,96480328,21456694,1931102,3424,0
"13130_47_50_51_C","13130_47_50_51","C",14,"North-Central Interior Beech-Maple Forest","Mid2:CLS","Mid2","CLS",4606626,96480328,21456694,3003937,1024488,5
"13130_47_50_51_D","13130_47_50_51","D",69,"North-Central Interior Beech-Maple Forest","Late1:CLS","Late1","CLS",73612,96480328,21456694,14805119,16371,0
"13130_47_50_51_E","13130_47_50_51","E",NA,"North-Central Interior Beech-Maple Forest",NA,NA,NA,NA,96480328,21456694,NA,NA,NA
"13130_47_50_51_Agriculture","13130_47_50_51","Agriculture",0,"North-Central Interior Beech-Maple Forest",NA,NA,NA,22971148,96480328,21456694,0,5108657,24
